tweet,magnitude,embedding0,embedding1,embedding2,embedding3,embedding4,embedding5,embedding6,embedding7,embedding8,embedding9,embedding10,embedding11,embedding12,embedding13,embedding14,embedding15,embedding16,embedding17,embedding18,embedding19,embedding20,embedding21,embedding22,embedding23,embedding24,embedding25,embedding26,embedding27,embedding28,embedding29,embedding30,embedding31,embedding32,embedding33,embedding34,embedding35,embedding36,embedding37,embedding38,embedding39,embedding40,embedding41,embedding42,embedding43,embedding44,embedding45,embedding46,embedding47,embedding48,embedding49,embedding50,embedding51,embedding52,embedding53,embedding54,embedding55,embedding56,embedding57,embedding58,embedding59,embedding60,embedding61,embedding62,embedding63,embedding64,embedding65,embedding66,embedding67,embedding68,embedding69,embedding70,embedding71,embedding72,embedding73,embedding74,embedding75,embedding76,embedding77,embedding78,embedding79,embedding80,embedding81,embedding82,embedding83,embedding84,embedding85,embedding86,embedding87,embedding88,embedding89,embedding90,embedding91,embedding92,embedding93,embedding94,embedding95,embedding96,embedding97,embedding98,embedding99,nrc-anger,nrc-anticipation,nrc-disgust,nrc-fear,nrc-joy,nrc-sadness,nrc-surprise,nrc-trust,senti-pos,senti-neg
Gonna be a loooooong year as a Browns fan. Longer than normal and thats #sad,0.604,0.020033686999999998,-0.009125646,0.020522457,0.001876637,0.060518485,0.027491777999999998,0.05244486,-0.007432800000000001,-0.014845788,-0.016072351999999998,-0.020424882,0.018900951000000003,-0.072544107,-0.028432934,-0.010986913000000001,0.021784721,-0.033331627,-0.041562469,0.0039960429999999995,0.057060499,-0.000722,-0.0041416709999999995,0.048388254000000006,-0.003447956,-0.030510365,-0.075673774,0.096625519,0.044440479000000005,0.045603538,-0.033475816,-0.06595225099999999,0.046001954000000005,0.00151533,-0.037118959,-0.0029943920000000002,-0.058231884000000005,-0.02914718,-0.038693342,-0.052980912000000005,-0.044527551,-0.026129062,0.0019629770000000003,0.039544848,0.029615712000000002,0.033653769,0.042260238,-0.029157362000000003,-0.058099882,-0.037399845,0.011062176000000002,0.01841022,0.037019633999999996,-0.008787952,0.08960114300000001,0.043135954000000004,-0.035446164,0.055766007,0.01919985,0.013319099,-0.016229309,-0.009602399000000001,-0.058599495999999994,-0.045608469000000006,-0.04573611,-0.026255959,-0.013591317,0.008669799,0.077399893,0.014935721,0.016411009,-0.049633448,0.006124136999999999,0.048468647999999996,-0.03272799,-0.002958338,0.023809023,-0.01010518,-0.033599252,-0.022280031000000002,0.088553544,0.043968234,-0.033474718,0.07094911599999999,0.027148292,0.001060855,0.099118833,-0.005005753,0.058234272000000004,0.00903612,-0.039240718,0.027637392,0.035976914,-0.00882105,-0.02308299,-0.027236461,0.017412241000000002,-0.017029402,-0.052180082,0.06515950400000001,-0.017952284,0.001014938,0.514920423,0.542853884,0.362737545,0.17810934399999998,2.46278129,0.701513724,0.04671967,0.145833333,-0.302083333
@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - thats the shed,0.604,-0.003268503,-0.029236377999999997,0.026186788,-0.011989546,0.058353410999999994,-0.011647642,0.067387213,-0.05171561400000001,-0.0074930859999999995,0.010785568999999998,0.017926821000000003,0.015721476,-0.049878698,-0.038300276,-0.020263186000000002,0.06295640200000001,0.006836669,-0.041068954,0.004744703,0.059418964000000005,0.023636216,-0.058446440999999995,0.016017309,0.026446412000000002,-0.012612861999999999,-0.11227303699999999,0.10667486,0.058144764,0.037373761,-0.030782566,-0.036959298,0.02716471,0.009949053000000001,-0.038722482999999995,0.016277438999999998,-0.050175327,0.005857411999999999,0.01271813,-0.053233055,-0.00159455,-0.030168083999999998,-0.052555157000000005,0.028463423999999998,0.072028333,-0.00246011,0.007904293,-0.0027002309999999996,-0.015323708,-0.0014160079999999999,0.000609,0.04885193400000001,0.09405367199999999,-0.060174915999999995,0.09892722400000001,0.064885867,0.075309616,0.021105807999999997,0.072242125,-0.02036592,0.021365712000000002,-0.027500907999999998,-0.072737279,-0.051250037000000005,-0.059324,-0.050856064000000006,0.00897816,0.015099106000000001,0.077905755,-0.003022941,-0.0037518359999999997,-0.09319292900000001,-0.005050927,0.035829348999999996,-0.008839885,0.004951594,0.014352842,-0.023247148999999998,-0.028399709,-0.004967592,0.055223022000000004,0.004781227,-0.053618368,0.0336091,0.016636346,-0.01573945,0.110493719,-0.05728304,0.08347803200000001,-0.013095513999999999,-0.039727205,0.008217724000000001,0.049210922000000004,0.007914978000000001,0.023272589,-0.053340785,0.005784866,-0.011757548999999999,-0.028707519,0.011341298,-0.009061801999999999,0.070769097,0.145614034,0.78371234,0.391167219,0.338784035,2.117538056,0.051258810999999994,0.037059903,0.95625,-1.0
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and its all in the name of love",0.604,-0.01622238,-0.056067738,0.049426827,-0.026502252,0.050801839,0.039967362,0.111406583,-0.027919077999999996,-0.004932852,-0.06016778,-0.025859168999999998,0.052068614000000006,-0.084170996,-0.021906547000000002,0.013091061000000001,0.048359427999999996,-0.036703635,-0.012355398,0.018908751,0.09437969,0.036689397,0.004431415,0.058842557000000004,0.009633028,-0.029571747000000002,-0.063627388,0.160546509,0.109180391,-0.001189935,-0.069899053,-0.097285934,0.08607119,-0.015953783,-0.004503469,0.01495842,-0.012202636999999999,0.027702882999999998,-0.016205224,-0.077205618,0.010658118999999999,0.009204631999999999,-0.028059572999999997,0.041359647,0.10234795599999999,0.039939103999999996,0.046591052,-0.052630777999999996,-0.017640368,-0.04673561,-0.04323223599999999,0.058679482000000005,0.10788894800000001,-0.027431261000000002,0.089584587,0.10158554300000001,0.015170900000000001,0.029477967999999997,0.038668672,-0.03273874,0.009985546,0.032416331,-0.038044648,-0.029183716000000002,-0.041618723999999996,0.014508526,0.026165603,0.010249732,0.108504715,0.028799707999999997,0.011694611,-0.142404113,0.017420189,0.020452345,-0.009303314,0.004422061,-0.011020328000000001,-0.020741613,0.008867833,-0.005412584000000001,0.008833042,0.085938587,-0.003250355,0.056878918,0.031493196,0.034852742,0.072016711,0.005005341,0.10128109699999999,-0.011290653000000001,-0.005835684,0.055080434000000005,0.043118609,-0.042224707,-0.045553666,-0.059962750999999995,0.042704360999999996,0.021695997,-0.05354182,0.033024094,-0.016316179,1.162924431,0.246299291,1.572346126,0.265031523,2.305613754,3.0637601039999995,0.049480857,1.516183061,2.304651834,-1.5402462119999998
Theyve substituted the hood for a badge and gun. Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,0.604,0.006583667,-0.045026734000000006,0.034478247999999996,-0.039225838,-0.00931984,0.010885611000000002,-0.016187794,0.005367227,-0.0027143479999999997,0.000659,-0.034351869,0.053229589,-0.032174659,-0.046812717000000004,0.019056873999999998,0.069878907,0.01958783,-0.014848362,0.042329847000000004,0.042411269,-0.002687157,-0.014106088999999999,0.031492047,-0.038572646,-0.018467008,-0.029960005,0.042417863,0.098144825,0.031425325,-0.06450856099999999,-0.070267513,0.079368891,-0.033092458,0.064070299,-0.015385248999999998,-0.035210052,0.040520985,-0.023946191000000002,-0.04190583,-0.027690187999999998,-0.035029866,0.055033091,0.030277022999999997,0.027714522999999998,0.042513745,0.041060605,-0.032078438,0.0028424459999999998,-0.06812422900000001,-0.044908342000000004,0.064437262,0.01340246,-0.003433635,0.044096765,0.018081568,-0.039232847,0.021054586,0.004060083,-0.021676868999999998,0.001862275,0.033463386,-0.035911296,0.02268691,0.012102381,-0.031403443999999996,0.037672586,-0.024981369,0.067162552,0.056166747999999996,0.035193062000000004,-0.032238691,0.008470386,0.041989042000000004,-0.048212427999999995,-0.04859200599999999,0.021939806,-0.048833127000000004,-0.035675118,0.024473022,0.031227388,0.07108079,-0.009007137,0.085909304,0.023870447000000003,0.000655,0.076763999,0.035422052,0.056384693,-0.018871773999999997,0.007884516,0.047933965999999995,0.060950457,0.008969102,-0.019813934,-0.023677025,0.001551644,-0.022749967000000003,-0.00796995,0.008808062,-0.006597958,0.8305160309999999,1.083445423,2.7194840069999997,2.091100267,0.0,2.288110843,0.915897915,0.421944304,0.229166667,-0.74375
@MCFCDenver doing the exact same minus the beer sadly,0.604,0.017164405,0.014583461,0.031815699999999995,-0.045164670999999997,0.101200255,-0.009993966,0.069935829,0.011194104,-0.009550041,-0.034339095,-0.05759533,0.062969914,-0.078264897,-0.033218532,-0.059064584,0.050038673,-0.00458682,-0.08600857599999999,0.03412516,0.024412992999999997,0.050690939000000004,-0.039831782,0.046956448,0.016470049,0.041807605,-0.072093436,0.082368502,0.043333409,0.07301039599999999,-0.036125689,-0.049445757,0.077723456,-0.037207276,0.015384005,0.004845368,-0.075639649,-0.006230645999999999,-0.044302675,-0.052347095999999996,-0.0010195760000000001,-0.059345775,0.003320723,0.0028528679999999997,0.079690271,0.029223941,-0.0077128890000000006,-0.052242505,-0.014864581000000002,-0.009693466,-0.056881922,0.068677008,0.02242729,-0.084646562,0.09870634800000001,0.10376450699999999,0.087376805,-0.014036921,0.050564569000000004,-0.093792642,-0.016156992,-0.015336926,-0.038774583,-0.037727165,-0.081897,-0.045158536,0.044362005,0.006103504,0.05267008,0.024647227999999997,0.004106129,-0.07158499,-0.055326089,0.078983332,-0.0075300309999999995,0.0035577559999999996,-0.004232015,-0.036512254,-0.002262636,-0.016392694,0.050041906,0.020310421000000002,0.012362396000000001,0.054414747,0.040957754,-0.035856081,0.09632404900000001,-0.019735915,0.10506458199999999,0.046089972,0.004100423,-0.06279473299999999,0.005070204,-0.028920255,0.020428573000000002,-0.07993427,-0.005301639,-0.033017089,-0.018962125,0.011224975,-0.035816245,0.06944673400000001,1.619906558,0.0,0.876871814,0.165215269,1.314873478,0.674450873,0.0,0.041666667000000004,-0.98125
i miss the guy who always make me sulk,0.604,0.018631457,-0.053831103,0.020674773,-0.051903328,0.054350774000000004,-0.021108248,0.064060516,0.02719799,-0.050621928,0.016262587,0.040899064,-0.012904182,-0.062032033,-0.071114777,0.031299382,0.050126657000000005,0.053153017999999996,-0.036348988,-0.014156618999999999,0.08635773,0.048930325,-0.042798103,0.025869077999999997,0.038309002,0.014223902,-0.106465886,0.047109051,0.055372649,-0.052314174000000005,-0.021113236,-0.039426256,0.022727168,-0.027519238999999997,-0.043964563,0.059080399000000006,0.014050515,-0.074372812,-0.006665614,-0.053580475999999995,0.018265714,-0.045625346,-0.071426977,-0.033376174,0.100122289,0.083841424,0.063546447,-0.067978127,-0.046203363,-0.0062422580000000005,-0.05402059,0.028735998,0.073240952,-0.0331775,0.035605441,0.052835507000000004,-0.006346725,0.015276838000000001,0.013473597,-0.010186441999999999,0.025995277999999997,0.018009542,-0.10600572,-0.062935716,0.014412872,-0.047200387,0.003886668,0.024694115,0.117162141,-0.030443308999999998,0.043832482,-0.083131289,0.020488954,0.027333396,-0.038387809,0.011722398,-0.0018845379999999998,-0.015737886,-0.006651882,-0.024044927,0.026458847,0.10368311599999999,-0.013675182,0.094718292,0.028606429,0.011144959,0.055268280999999995,-0.0067738519999999995,0.04513265599999999,-0.00411029,-0.021662199,0.084528613,0.018118771000000002,-0.080594297,-3.01e-05,-0.077639319,0.051683235,-0.01617093,-0.052238357,0.059983290999999994,-0.08179457400000001,0.43807075799999995,0.0,0.830744707,0.0,0.0,1.369574876,0.307712682,0.30382533100000003,0.33801128399999997,-0.641865079
Let us not burden our remembrances with a heaviness thats gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,0.604,0.01946356,-0.034779023,0.023400182999999998,-0.00385395,0.016408081,0.018852016,0.027122021,-0.006632185,0.005280559000000001,-0.011076025,-0.00011200000000000001,0.027039871,-0.041133044,-0.035554152,-0.01596126,0.047136045999999994,-0.021745873,-0.016210493,0.016565333,0.060762345999999995,0.006933119000000001,0.023323662999999998,0.055105250999999994,-0.018786674,-0.034533051,-0.06774434,0.065848243,0.057952883,0.005616413000000001,-0.032709177,-0.075519752,0.053524050999999996,0.021413966,0.003304824,0.037522085,-0.036599932,0.005829411,-0.015331441999999999,-0.043853562,-0.01646697,-0.039705433,-0.024388317000000003,0.032058969,0.043101017,0.034942075,0.022060772000000003,-0.035652904,-0.035774239,-0.019125065,0.033091253,0.008903857,0.047077557,-0.016908237,0.028011723,0.04871372,-0.009197489,0.028822735,-0.000583,-0.007894556,0.020807506,-0.02250526,-0.023029876,-0.006264495,-0.03546757,-0.025872772999999998,0.020068753999999998,0.020170926999999998,0.068771384,0.043367162,0.006385137,-0.081699929,0.002591418,0.041729576000000004,-0.022052046000000002,-0.016106161,-0.0065977580000000004,-0.029338695,-0.038886918,0.008664194,0.034436341,0.041477646,0.037775756,0.041821052000000004,-0.003403931,0.017618311,0.037810976,-0.0056304630000000005,0.051120199000000005,-0.0018328510000000001,0.002023324,0.015287675,0.052443973,-0.001677436,-0.01714978,0.027135938999999998,-0.000118,-0.0012296730000000001,-0.020484257,0.002409926,0.007604802,0.277847901,1.402778857,0.572951915,0.485605484,2.153641129,1.882574206,0.494853525,2.425637126,0.041666667000000004,-1.44375
Cause fail or pass I refuse to be sober,0.604,0.013829935,-0.047232353,4.16e-05,-0.008003951,0.012741767,0.017202152,0.056606977999999995,0.035383469,0.028860364,-0.002138599,0.010222776999999999,-0.005283186,-0.068047108,-0.008887711999999999,0.000227,0.053443332,-0.057075142,-0.049313049000000005,-0.044890198,0.082657276,0.008411124,-0.037038836,0.041270087000000004,0.051625307999999995,0.014160955,-0.066496746,0.056321214,0.060119299,-0.046560794,0.028588628999999997,-0.08789974099999999,-0.020941869,-0.007198176999999999,-0.089292494,-0.032675741,-0.015019761999999999,-0.041264273,0.055102634000000004,-0.102534962,0.027681604,-0.00292218,-0.06255941599999999,0.056556870999999995,0.06257047,0.099365631,0.08568047300000001,-0.044424724000000006,-0.031283588,0.043525713,-0.0086326,0.057345869,0.069597228,0.005799575,0.083114014,0.099974765,0.012396078,0.016410058,0.021292622,-0.029912992000000003,0.077304793,0.01658838,-0.052534066,-0.101272905,-0.037145668,-0.065532118,-0.01740668,0.045421152,0.079964861,-0.062884485,0.061564102,-0.051461495,0.007350965,0.040200716000000004,-0.037480729,0.0036983259999999996,0.016777148000000002,-0.031435477,-0.014944653,-0.006211489000000001,0.065581501,0.07869586,-0.06243043,0.024374673,0.037763317000000005,-0.001242843,0.06613873599999999,-0.013401505,0.077633173,-0.049004675,-0.03593742,0.10467932099999999,0.035628217999999996,0.040204317,-0.049305220999999996,-0.03260755,0.009682739000000001,0.03122954,-0.065315111,0.063118156,-0.079164529,0.518850433,0.317469853,0.563016017,0.418737656,0.022352549,0.142331745,0.5888508410000001,0.8099660540000001,0.0625,-1.81924895
@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,0.604,-0.008526309000000001,-0.064839109,0.010254336999999999,-0.033269118,0.006426884,-0.035699012999999995,0.044302484,0.030299343,-0.013430042,-0.017222174,-0.008779998,0.005015459,-0.10666634800000001,0.022110058999999998,0.021315336,0.063255383,0.014388776,0.0058126459999999994,-0.019956887,0.06428076099999999,0.004203872,-0.006418869000000001,0.01902664,0.02100712,-0.027138377,-0.048535059000000005,0.09881988800000001,0.118636286,-0.048195552999999995,-0.038599986,-0.0707118,0.039544934,0.003207539,-0.028063427999999998,-0.007076588000000001,-0.056166645999999994,0.010037028,-0.019537752,-0.048156823,0.006210861,0.010313087,-0.031236192000000003,-0.003563256,0.067468031,0.0009550000000000001,0.06380364200000001,-0.028182238,-0.026339289,-0.011071041,0.00045099999999999996,0.051846195,0.093934373,-0.037852088,0.133960692,0.074541391,-0.005754723000000001,0.008978775,0.012173126000000001,-0.063045796,-0.003039863,0.006267961999999999,-0.059647772,-0.024126276000000002,-0.009686755,-0.030363558,0.055800177,0.034691871,0.06536355,-0.000712,0.008760015,-0.11546224,-0.013189797,0.035824037999999996,-0.008504704,0.01707221,0.012695586000000002,-0.019525584,-0.031420691,-0.0020409070000000002,0.021514499,0.04681568,-0.037541319,0.02446277,-0.006853237,0.007247836999999999,0.032169037000000004,0.003949236,0.027899168999999998,-0.025101225,-0.018228655,0.062034474000000006,0.061942302000000005,-0.028094181,-0.021454837999999997,-0.051427994000000005,0.057636282999999996,0.004028833,-0.040747168,0.025979607000000002,-0.03105111,1.19802526,0.0,1.2853989829999999,0.016357912,1.187454579,0.11889716300000001,0.345520592,0.166457301,0.552594618,-0.25
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short & Long term pain,0.604,0.030366017000000002,-0.058002707,0.07383454,-0.004449889,0.004720029000000001,-0.011566266,0.07424964099999999,-0.018928014,-0.004277334,-0.022929861,-0.044581208,0.040066439,-0.076735163,-0.027585154,0.029639787999999997,0.057849753,-0.008605714,-0.032704757,-0.008947618000000001,0.0662154,0.009627096,-0.008066898000000001,0.006611665,0.021963003999999998,-0.009270496,-0.077900128,0.09640125199999999,0.091957336,0.030283426000000002,-0.057000705,-0.060759775999999995,0.083165903,-0.0013221829999999998,-0.036913037,0.00399368,-0.033920617,0.014468962,-0.015419623,-0.081635563,0.012103811,-0.034503359,-0.034095665,0.047874337,0.08836655800000001,0.0201927,0.026005017000000002,-0.042668226,-0.020148471,-0.053641122,0.00278806,0.024894304,0.071433418,-0.033062162,0.082589784,0.040207414,0.02550517,0.008119619,0.034845917000000004,-0.026229732000000002,0.032780553,0.004434133,-0.045728767000000003,-0.038183901,-0.06307228200000001,-0.032802532,0.043678623,-0.003782665,0.11556857300000001,0.002983753,0.010535208999999999,-0.09389867800000001,0.011018552,0.038434585,-0.031199236,-0.010482548000000001,0.030097533,-0.026218287000000003,-0.05616385,0.009026677,0.058212027,0.08841274199999999,0.020339489,0.08628648300000001,0.036802273999999996,0.012794635,0.07039596099999999,0.013746978,0.0605207,-0.013096066000000002,-0.009432541,0.013693875,0.065782433,-0.02293944,-0.035788512,-0.050900016,0.025126633,-0.024767694,-0.032290827,0.028860286000000002,-0.011900492,0.19885363399999997,0.6756971690000001,1.245213692,0.548152218,1.7590349980000002,1.441682071,0.40414822100000003,0.345517749,0.418709495,-2.960421176
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,0.604,0.012776171000000001,-0.044919451,0.056578715,0.001799645,0.047816872999999996,0.002075407,0.070313888,0.002094511,-0.012694438,0.019095383,-0.008375104,0.035285818,-0.12452766300000001,-0.017698422,-0.031104438999999998,0.031190699,-0.07412973099999999,-0.008401111999999999,-0.03142694,0.06644818599999999,0.05715407,-0.01225933,0.045917041,0.029890702,-0.051483967,-0.06511045,0.10555895400000001,0.039351072,0.05647619,-0.081179794,-0.023982392,0.08032367900000001,0.007100779000000001,0.009177387,0.041516733,-0.070037652,-0.008030795,-0.006677708,-0.087904518,-0.026696492000000002,-0.031578736,-0.015336539,0.049213404,0.09111883400000001,0.06716619,0.025270241000000002,0.0036692290000000004,-0.030438481,-0.017196823,-0.045622125,0.017308647,0.086695736,0.011016305,0.057363162999999995,0.082251531,-0.013152573999999998,0.024390494,0.039838082999999996,-0.02254889,-0.007319297,0.02844468,-0.060878663,-0.07350584,-0.070405444,-0.016276886,0.029985765,0.024476215,0.057598835999999994,0.015996625,0.022545272,-0.093864074,0.019382906999999998,-0.0051459109999999995,-0.030906837000000003,-0.042492771,-0.018273393,-0.015068043,-0.056144949000000006,0.008397092,0.053372012,0.05397130000000001,0.004126079,0.09255720699999999,0.038381807999999996,-0.010476701,0.12336218300000001,-0.011760508999999999,0.07606131099999999,-0.004113596,0.020826075,0.01712858,0.034715103,0.013117156999999999,-0.024272085,-0.031323602,0.024442514,0.013534425,-0.055874824000000003,0.043252257,0.035690438,0.46600466399999996,1.066208161,0.840868834,0.762369539,1.055757523,0.31103959600000003,2.441029795,0.0,0.833333333,-0.84375
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,0.604,-0.020999893999999998,-0.020679229,0.036220338,-0.020714409,0.03003577,0.005282728,0.026612481,-0.00840588,0.022826317000000002,-0.015624302,-0.0051980329999999995,0.046939322,-0.065627308,-0.049814023,-0.037177586,0.041695247000000005,-0.014428861999999999,0.00507137,0.055955289000000005,0.06319370099999999,-0.012309424,0.014412564,0.019295187,-0.029377231,-0.02446131,-0.07076697,0.049342417,0.052175472,0.053226492,-0.074825965,-0.022050474,0.050398631,-0.005185634000000001,0.053675506,-0.031702472,-0.038842282,0.022969792000000003,-0.005590993000000001,-0.08309712,-0.046482465,-0.027129833,0.016175688,0.045035565,0.037028145,0.054080320999999994,0.023542582000000003,-0.005020569,0.01251082,-0.051346297,0.011643232,0.025580082,0.054431052,-0.026004455,0.077194804,0.045672205,-0.027068341,-0.002330718,0.02960757,0.005230622,-0.022060795,0.006795534000000001,-0.033067577,-0.000544,-0.006288762,-0.019869657,0.063905342,0.005609301999999999,0.066231465,0.057562307,-0.000771,-0.06877781200000001,0.013156911,0.022185035,-0.028157788,-0.018395572,-0.008457169,-0.079460109,-0.04111074,-0.010176345,0.008421825,0.045290175,0.024981711,0.04927546,0.009653243,-0.004417643,0.059079121,3.13e-05,0.038197793,-0.038206047,0.008951521,0.018332234,0.039926296,0.03322252,0.024202828,-0.029959604,0.01966202,0.014841343,0.011743797,0.042943222999999996,-0.024480468999999998,0.065557016,1.058823099,0.8848381809999999,0.205665777,0.6101392139999999,1.751023505,1.0268262890000002,0.096420287,0.258814103,-1.87594697
if youre unhappy with someone just fucking tell them youre unhappy and leave. Dont go fuckin around with other people on the side,0.604,0.007283095,-0.073014692,0.024726736000000003,-0.04322194,0.032859835,0.008254828,0.046241486,-0.008284676999999999,0.000283,-0.022430932,0.011685221,-0.02263328,-0.099011554,-0.031661185,0.010511162,0.042521792,-0.053142587000000005,-0.022440397,-0.024537537999999998,0.07582733900000001,0.034240214,-0.041077941,0.038255008,0.027555791,-0.012468416000000001,-0.086605744,0.141776914,0.058490022999999995,-0.014554663999999998,-0.044889489000000005,-0.07350319999999999,0.040250228,0.010388122,-0.030107303,0.039348823,0.007451365,-0.053049618,0.001258312,-0.072919337,-0.010511986000000001,-0.010164179,-0.055345339,0.030628831000000002,0.10028303400000001,0.044655043,0.019178705,-0.081436072,-0.034516692,0.009806147,-0.031584158,0.06346073299999999,0.10394798400000001,-0.028974307999999997,0.086340943,0.068803451,-0.004888559000000001,-0.006482364,0.017082286000000002,-0.018831099,0.037210301,0.073242258,-0.050480687999999996,-0.052371179000000004,-0.01545935,-0.014032041,0.015910953000000002,0.061550405,0.096706029,-0.017168361,0.01442695,-0.09793639300000001,0.008613984,0.013819398,-0.01310002,0.015490233999999999,-0.030325513999999998,0.027715009,-0.017348324,0.009844465,0.064267971,0.105479064,-0.053385124000000006,0.083410255,0.044113408,0.000637,0.038924777,0.001124468,0.053206012000000004,-0.009747637,-0.000651,0.080393272,0.041299164,0.0014467179999999998,-0.034326781,-0.044465815,-0.011802271999999999,0.047646837000000004,-0.08048979099999999,0.038030871,-0.030043137,4.789752946,0.0,2.104274734,0.118661769,1.529545624,1.662154018,0.18655852,0.134472958,1.197549912,-2.276427739
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",0.604,0.051083542999999995,-0.070642688,0.045173060999999994,-0.028185714,0.037281734,-0.00604652,0.02156998,-0.022022983,-0.014465025,0.012985038,-0.011055731000000001,0.024978987999999997,-0.051109992,-0.039292055,0.009073476,0.009928835,0.0013149479999999998,-0.000165,0.012234409,0.020614297,0.030091588,0.004817941,0.031025507999999997,-0.000695,-0.028914486,-0.034060787,0.009525861,0.062351295,0.021449437999999998,-0.021111726,0.00486317,-0.011458754,-0.014801783999999998,-0.001132754,-0.013737755,-0.000462,0.000539,-0.007870509,-0.021180442,-0.017102784,-0.042940474000000006,-0.028218777999999996,-0.018126681000000002,0.06761777599999999,0.017378829,0.012446205,-0.03392136,-0.007368684,-0.04669355099999999,-0.004282725,0.00023799999999999998,0.085812069,0.010487371,0.048132339,0.058945471,-0.00535972,0.019199387,-0.0035359909999999996,-0.020473144,0.012282833,0.00325471,-0.06242497599999999,-0.01327098,-0.014824687,-0.028835013,-0.0038659140000000002,-0.00334184,0.020596105,0.018817456,0.01639701,-0.028136451,-0.004009598,0.014801905,-0.026305339,-0.024161496,-0.033877973,0.022576753999999997,-0.01732261,-0.004680095,0.056451,0.0098845,-0.047632561,0.069157988,0.013602663999999999,-0.010819106,0.08870172400000001,-0.020536341,0.043725827,-0.010853016000000002,-0.003268653,0.038697598,0.025039706000000002,-0.023973257,-0.022634487999999998,-0.022455126000000002,0.011914105,0.052156318,-0.00176407,0.0139493,-0.0028967359999999996,0.487522303,0.16077836,0.749379025,1.369987825,1.363425871,3.029057742,1.13471992,0.0,2.055952381,-0.175
How can you blame the manager watching these players play? Its abysmal. Our team are dreadful. If Jose cant save us. No-one can. #mufc,0.604,0.035039329,-0.037410974,0.022484625,-0.008027036,0.024743994,0.013496427,0.037246191,0.029377085,0.025531251,-0.008656134000000001,-0.047850652,0.023187597999999997,-0.053560164,0.002944542,0.02856395,0.07225526,-0.036539719,-0.008902152,0.006834218,0.084573465,0.009445051,-0.00324367,-0.001040313,-0.002411334,-0.026534571,-0.080026132,0.083048262,0.041720344,-0.001479495,-0.036533091000000004,-0.057146669000000004,0.003966165,-0.010778261,0.001669358,0.004181634,-0.031597967000000005,-0.022636713,-0.015835146,-0.093126344,-0.011773628999999999,-0.03768718,0.003829013,0.014277463999999998,0.04055225,-0.001959747,0.033972301,-0.043669353,-0.021743494,-0.035043614,0.001363555,0.031015322,0.062729429,-0.038669115,0.07287656599999999,0.032568125,0.006169375,-0.01810388,-0.009662973,-0.051451513,-0.017244898,0.015430243,-0.047941036,-0.009582819000000001,-0.026628178,-0.038443802,0.05194903,0.036946957999999995,0.04659013,0.021378612,-0.011783106000000002,-0.09575637699999999,-0.0053004440000000005,0.035842413999999996,0.007361741,-0.01115362,-0.016500396,-0.011770224,-0.034278368,-0.002613096,0.010044566999999999,0.06516533099999999,-0.006288651,0.055002069,0.023653366000000002,-0.036418389,0.059993160999999996,0.013729516,0.041489862,-0.009661200000000002,-0.001109226,0.053436872,0.038182463,-0.008497860999999999,-0.023977025,-0.002517631,0.037723902000000004,0.018157447,-0.036969873,0.042912284,-0.036777048,1.694237935,2.84740722,1.325716144,0.8730159190000001,0.642141694,0.396032809,1.6424290469999998,0.7733135309999999,0.28705802,-1.5041666669999998
